role,title,company,city
data scientist,Senior Principal Scientist - Drug Metabolism and Pharmacokinetics (m/f/d),Bayer AG Pharmaceuticals,Berlin
data scientist,Director Real World Evidence Scientist (Oncology) (all genders),Merck KGaA,Darmstadt
data scientist,"Ai Enabled manager (m/w/d), in Regensburg",Creativity Service GmbH,Regensburg
data scientist,Mitarbeiter (w/m/d) Business Intelligence,Klinikum Itzehoe-DMS GmbH,Itzehoe
data scientist,"Product Development Scientist (alle Geschlechter) - Crops: OSR, Corn & Hybrid Wheat; Borken",Bayer AG Pharmaceuticals,"Borken, Westfalen"
data scientist,Group Controller - Financial Reporting (m/w/d),TEDi GmbH & Co. KG,Dortmund
data scientist,AI Engineer (m/w/d) – LLM-Systeme & Softwareintegration,MACS Software GmbH,Zimmern ob Rottweil
data scientist,Duales Studium - Bachelor of Science Informatik / Data Science,Kassenärztl. Bundesvereinigung,
data scientist,Duales Studium - Bachelor of Science Informatik / Data Science,Kassenärztl. Bundesvereinigung,Berlin
data scientist,Duales Studium Data Science und Künstliche Intelligenz (DSKI) 2026,Musashi Bad Sobernheim GmbH & Co. KG,Bad Sobernheim
data scientist,Prozess- und Innovationsmanager:in / Business Analyst:in (m/w/d),HEROLE - Reisen GmbH,Dresden
data scientist,AI Enablement & Governance Manager (m/w/d),FINOVESTA GmbH,Düsseldorf
data scientist,Field Application Scientist (m/f/d) – Vibrational Spectroscopy (FTIR / Raman / FT-NIR) – DACH,Thermo Fisher Scientific GmbH,Frankfurt am Main
data scientist,Referent (m/w/d) Interdisziplinäre Leistungsanalytik,Kreiskrankenhaus Weilburg gGmbH,Weilburg
data scientist,Generative AI / Agentic AI Engineer (m/w/d) für AIRBUS Defence and Space,SimpleXX GmbH,"Ulm, Donau"
data scientist,AI Automation & Integration Engineer (m/w/d) Operations • Einkauf • Logistik • Vertrieb,DeLife GmbH    ,Ebersdorf bei Coburg
data scientist,Praxisintegriertes Studium Digitale Technologien 2026,Stiebel Eltron GmbH & Co. KG,Holzminden
data scientist,Business Intelligence (BI) / SQL Developer (m/w/d),BKK firmus KdöR,"Essen, Ruhr"
data scientist,Business Intelligence (BI) / SQL Developer (m/w/d),BKK firmus KdöR,Oldenburg (Oldb)
data scientist,Business Intelligence (BI) / SQL Developer (m/w/d),BKK firmus KdöR,Bremen
data scientist,Business Intelligence (BI) / SQL Developer (m/w/d),BKK firmus KdöR,Osnabrück
data scientist,Senior Aktuar (m/w/d),AXA Konzern AG,Köln
data scientist,Software Engineer / Softwareentwickler (w/m/d) Schwerpunkt Künstliche Intelligenz,ALDB GmbH,Berlin
data scientist,Bioinformatiker*in / Bioanalytiker*in (w/m/d) (Spatial) Metabolomics 6041 P,Technische Hochschule Mannheim Land BW,Mannheim
data scientist,Postdoc (m/f/d) – Gastroenterology,Universitätsklinikum der Technischen Universität München AöR,München
data scientist,Wissenschaftliche*r Mitarbeiter*in (m/w/d),Leibniz - Institut für Oberflächenmodifizierung e.V.,Leipzig
data scientist,PostDoc / Research Associate - Atom Probe Tomography and Correlat...,Forschungszentrum Jülich GmbH P-VA Personalabrechnung,Jülich
data scientist,AI Automation Engineer (d/m/w) – Automation Enablement,Haufe-Lexware GmbH & Co.KG,Freiburg im Breisgau
data scientist,"Senior Technical Product Manager - (Logistics - Customer, Time & Tracking)",Delivery Hero SE,
data scientist,(Senior) Projektmanager AI Strategy (m/w/d),REWE Group,Köln
data analyst,Data Analyst (m/w/d),Versandhaus Walz GmbH,Bad Waldsee
data analyst,(Junior) Data Analyst (m/w/d),Schrade Kabeltechnik GmbH,"Allmendingen, Württemberg"
data analyst,Data Analyst (m/w/d),Chemnitzer Verlag und Druck GmbH & Co.KG,"Chemnitz, Sachsen"
data analyst,Data Analyst (m/w/d),DIEPA GmbH Filiale Magdeburg,Magdeburg
data analyst,Data Analyst (m/w/d),Guldberg GmbH,Weeze
data analyst,Senior Data Analyst (m/w/d),FERCHAU GmbH Vertriebsstützpunkt Greifswald,"Greifswald, Hansestadt"
data analyst,Data Analyst (m/w/d),sat. Services GmbH,Weeze
data analyst,Data Analyst (m/w/d),Kiesel GmbH,Baienfurt
data analyst,Data Analyst (m/w/d),Kiesel GmbH,Stockstadt am Rhein
data analyst,Salesforce Data Analyst (m/w/d),FERCHAU Management GmbH,Gummersbach
data analyst,Data Analyst (m/w/d),sat. Services GmbH,Hannover
data analyst,Data Analyst (m/w/d),Personalhaus EXPERT,Weeze
data analyst,Data Analyst (m/w/d),Franklin Fitch Limited,Leipzig
data analyst,Data-Analyst (m/w/d),Dipl.-Ing. Gennadi Rouditser D.I.R.A. Arbeitsvermittlung & Unternehmensberatung,Berlin
data analyst,Data Analyst (w/m/d),KIND GmbH & Co. KG,Burgwedel
data analyst,Data Analyst (m/w/d),Wolters Rundreisen GmbH Sachbearbeiter/in,Stuhr
data analyst,Business Data Analyst (m/w/d),Takuta GmbH,"Essen, Ruhr"
data analyst,Data-Analyst (m/w/d),Dipl.-Ing. Gennadi Rouditser D.I.R.A. Arbeitsvermittlung & Unternehmensberatung,Berlin
data analyst,Controller / Data Analyst (m/w/d),CHEFS CULINAR Süd GmbH & Co. K G,Pilsach
data analyst,Data Analyst im Online-Shop (m/w/d),Pinguin Druck GmbH,Berlin
data analyst,Data Analyst (m/w/d) - Digitalisierung & KI,REISSER AG,Böblingen
data analyst,Data Analyst (m/w/d),technotrans SE,"Sassenberg, Westfalen"
data analyst,Data Analyst (all gender),ALTEN Consulting Services GmbH Bremen,
data analyst,Data Analyst (all gender),ALTEN Consulting Services GmbH,Weeze
data analyst,Data Analyst Sales Controlling,Lantenhammer Consulting Silvia Lantenhammer,München
data analyst,(Junior) Data Analyst (m/w/x),Arvato,Harsewinkel
data analyst,Data Analyst (m/w/d),CreditPlus Bank AG,Stuttgart
data analyst,Junior Master Data Analyst (m/w/d),Lorenz Personal GmbH   Co. KG,"Nürnberg, Mittelfranken"
data analyst,Data Analyst (m/w/d) für die Abteilung „Immobilienverwaltung und Realkredite“ ,Volkswohl Bund Lebensversicherung a.G.,Dortmund
data analyst,WERKSTUDENT (m/w/d) Data-Analyst,Mangelberger Elektrotechnik GmbH,"Roth, Mittelfranken"
data analyst,Data Analyst / Analytics Engineer (m/w/d),Fair Parken GmbH,Düsseldorf
data analyst,Data Analyst Gasturbinen (m/w/d),grey engineering GmbH,Mülheim an der Ruhr
data analyst,Data Analyst (all gender),ALTEN Consulting Services GmbH Bremen,Weeze
data analyst,Big Data Analyst (w/m/d),EMOS Software GmbH,Bonn
data analyst,Senior Data Analyst (m/w/d),TKMS GmbH,Hamburg
data analyst,Sales Data Analyst (w/m/d),Ströer SE & Co. KGaA,Köln
data analyst,Data Analyst (m/w/d),KIND GmbH & Co. KG,Burgwedel
data analyst,Data Analyst / Data Engineer (m/w/d),S-Markt & Mehrwert GmbH & Co. KG,Halle (Saale)
data analyst,Senior Data Analyst (m/w/d),XING,Hamburg
data analyst,Data Analyst (m/w/d),PSD Bank RheinNeckarSaar eG,Stuttgart
data analyst,Staff Data Analyst - AdTech ,Delivery Hero SE,
data analyst,Data Analyst Warensteuerung (m/w/d),Netto Marken-Discount Stiftung & Co. KG,Maxhütte-Haidhof
data analyst,Data Analyst (m/w/d),Hanselmann & Cie. Solutions GmbH,Stuttgart
data analyst,Data Analyst (w/m/d),S&N Invent,"Eschborn, Taunus"
data analyst,Data Analyst (m/w/d) Schwerpunkt BI,Orange Engineering GmbH & Co. KG,Bremen
data analyst,Data Analyst / Data Engineer (m/w/d),Team Business IT GmbH,Rostock
data analyst,Data Analyst (m/w/d) für AIRBUS,SimpleXX GmbH,Bremen
data analyst,Data Analyst Produktion (m/w/d) für AIRBUS Helicopters,SimpleXX GmbH,Donauwörth
data analyst,Senior Business & Data Analyst (m/w/d),Seier GmbH,Bremen
data analyst,"Data Analyst (w/m/d),Hamburg,Hamburg",HFG Service GmbH,Hamburg
data analyst,Data Analyst (m/w/d),Hays Professional Solutions GmbH,"Kleve, Niederrhein"
data analyst,Data Analyst - BI Plattform (m/w/d) ,Bundesdruckerei Gruppe GmbH,Berlin
data analyst,Data Analyst / Datenanalyst Logistik – Lich bei Gießen (m/w/d),CEVA Logistics GmbH,"Lich, Hessen"
data analyst,HR Controller / HR Data Analyst (m/w/d),Finanz Informatik GmbH & Co. KG,"Münster, Westfalen"
data analyst,Business Data Analyst Cloud m/w/d,DZ BANK AG,Frankfurt am Main
data analyst,AIRBUS - Data Analyst Produktion (m/w/d),DEKRA Arbeit GmbH,Donauwörth
data analyst,(Senior) Data Quality Analyst (Mensch),Sodexo Services GmbH,Mainz am Rhein
data analyst,Data-Analyst (m/w/d) mit betriebswirtschaftlichem Fokus,KENT Deutschland GmbH,Duisburg
data analyst,Data Analyst Online Marketing (m/w/d),Rödl GmbH RAG StBG,"Nürnberg, Mittelfranken"
data analyst,Praktikant*in als Data Analyst HR,Mercedes-Benz Group AG,Rastatt
data analyst,Data Analyst (m/w/d) EU-Projekt,Deutsche Gesetzliche Unfallversicherung (DGUV) e.V.,Berlin
data analyst,"Data Analyst (m/w/d), Köln",PubliCare GmbH,Köln
data analyst,Data Analyst (m/w/d) - Konzerncontrolling,WESTFLEISCH,"Münster, Westfalen"
data analyst,PMO Data Analyst (m/w/d),Hays Professional Solutions GmbH Standort Frankfurt,Frankfurt am Main
data analyst,Data Analyst/ HR Controller (m/w/d),Universitätsklinikum Bonn AöR,Bonn
data analyst,Data Analyst (m/w/d) mit Schwerpunkt BI Development,GOLDBECK GmbH,Bielefeld
data analyst,Data Analyst (m/w/d) im Omnikanalen Kunden und Produktmanagement ,Volksbank eG - Die Gestalterbank,Villingen-Schwenningen
data analyst,GHG Data Analyst (m/w/d),Froneri Ice Cream Deutschland GmbH,Osnabrück
data analyst,Data Analyst Controlling (m/w/d),ARAG SE,Düsseldorf
data analyst,SAP Supply Chain & Master Data Analyst (m/w/d),Pickenpack Seafoods GmbH,"Ihlow, Ostfriesland"
data analyst,(Senior) Data Analyst/in (m/w/d) SAS,empiricus GmbH,München
data analyst,HR Controller / HR Data Analyst (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt am Main
data analyst,(Junior) Data Analyst (w/m/d),MSR Consulting,Köln
data analyst,(Senior) Data Analyst (m/w/d),Riverty Group GmbH,Dortmund
data analyst,Data Analyst (m/w/d) Experimentation,bonprix,Hamburg
data analyst,Data Management Analyst (m/w/d),GEA Group Aktiengesellschaft,"Oelde, Westfalen"
data analyst,Data Analyst Waffensystemdaten mit Schwerpunkt logistische Analysen (m/w/d),IABG Industrieanlagen Betriebs-GmbH,Ottobrunn
data analyst,Controller / Data Analyst (m/w/d),KREBS & RIEDEL Schleifscheibenfabrik GmbH & Co. KG,Bad Karlshafen
data analyst,Business Intellegence / Data Analyst (m/w/d)  - Schwerpunkt: Hotellerie & Tourismus,Jessica Uherek,Saarbrücken
data analyst,(Senior) Audit Data Analyst (m/f/d),KION Group AG,Frankfurt am Main
data analyst,Junior Audit Data Analyst (m/f/d),KION Group AG,Frankfurt am Main
data analyst,"Data Analyst (m/w/d), Versandhaus Walz GmbH",Versandhaus Walz GmbH,Bad Waldsee
data analyst,Data Analyst (m/w/d) mit Schwerpunkt MS Power BI,Nexia GmbH,Frankfurt am Main
data analyst,Senior HR Controller / HR Data Analyst (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover
data analyst,Wirtschaftsinformatiker/Business Data Analyst (w/m/d),HIS Hochschul-Informations- System eG,Hannover
data analyst,Data Analyst Marketplace (m/w/d),Conrad Electronic SE,"Hirschau, Oberpfalz"
data analyst,Data Analyst Power BI (m/w/d),Hays Professional Solutions GmbH,
data analyst,Big Data Analyst,alfatraining Bildungszentrum GmbH,Saarbrücken
data analyst,Product Data Analyst (m/w/d) Manager / Produktdaten Analyst,Ferdinand Bilstein GmbH + Co. KG,Ennepetal
data analyst,Category Analyst (m/w/d),Bechtle AG,Neckarsulm
data analyst,IT Servicemanager – Business Data Analyst (w/m/d),Deutsche Post AG Zentrale,Bonn
data analyst,(Junior) Analyst Data & Customer Insights (m/w/d),Netto Marken-Discount Stiftung & Co. KG,Maxhütte-Haidhof
data analyst,Quality Conformance Manager / Data Analyst (m/w/d),fabplus GmbH,
data analyst,Data Analyst – Reliability (all gender),ALTEN GmbH Coburg,"Aalen, Württemberg"
data analyst,"Data Analyst (m/w/d), Zentrale Mainhausen",Sport 2000 International GmbH,Mainhausen
data analyst,Sales Analyst (m/w/d),Dachser SE Head Office,"Langenhagen, Han"
data analyst,Werkstudent:in als Data Analyst/ Data Engineer,Bulut Consulting GmbH,Bielefeld
data analyst,Senior HR Controller / HR Data Analyst (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover
data analyst,Controller / Data Analyst (m/w/d) im Lebensmittelhandel,dennree GmbH,Töpen
data analyst,Data Analyst (M/W/D) Procurement,KNDS Deutschland GmbH & Co. KG,"Kassel, Hessen"
data analyst,Data Analyst (m/w/d) EU-Projekt,DGUV Deutsche Gesetzliche Unfallversicherung,Berlin
data analyst,Business Data Analyst*in ,VDI GmbH,Düsseldorf
data analyst,Senior Data Analyst / Data Warehouse Analyst (m/w/d),ECOMMERCE ONE AcquiCo GmbH,Krefeld
data analyst,Junior Data Analyst Marketing (gn) Vollzeit/Teilzeit (hybrid),DKV Euro Service GmbH + Co.KG,Ratingen
data analyst,Data Management Analyst (m/w/d),GEA,"Oelde, Westfalen"
data analyst,Data Analyst Operations - MPE (m/w/d),ENERCON GmbH,"Aurich, Ostfriesland"
data analyst,Big Data Analyst,alfatraining Bildungszentrum GmbH,München
data analyst,Business / Data Analyst – Power BI & Microsoft Fabric (m/w/d),itmX GmbH,Pforzheim
data analyst,(Junior) Data Analyst (m/w/d) Data Analytics,Syncwork,Berlin
data analyst,Power BI Data Analyst (m/w/d),Strategic IT,Herford
data analyst,Data Analyst (m/w/d) EU-Projekt,Deutsche Gesetzliche Unfallversicherung e.V. (DGUV),Berlin
data analyst,PLM Engineering Data Analyst (m/w/d),Rheinmetall AG,"Kassel, Hessen"
data analyst,"(Senior) Data and Reporting Analyst (m/w/d), Hamburg",Quantum Immobilien AG,Hamburg
data analyst,Betriebswirtschaftlicher Analyst / Data Analyst (m/w/d),ADS Allg Deutsche Steuerberatung mbH,Hamburg
data analyst,Data Analyst / Business Analyst / Mitarbeiter Datenanalyse / Mathematiker / Physiker (m/w/d),RSU GmbH,"Ulm, Donau"
data analyst,Junior Data Analyst / Software Development Backend (m/w/d) 26003-IBANB01,NG Engineering Consulting GmbH,Wolfsburg
data analyst,Data Architect (w/m/d),parcIT GmbH,Köln
data analyst,Customer Data & Journey Analyst (m/w/d),AIDA Cruises,Rostock
data analyst,"(Junior) Market Analyst (m/w/d), (Junior) Data & Market Analyst (m/w/d)",TAD Pharma GmbH,Cuxhaven
data analyst,Senior Data Analyst (m/w/d) - Bereich Marketing,Motel One Head Office,München
data analyst,GIS Engineer / Geospatial Data Analyst (m/w/d),Dornier Group,Hamburg
data analyst,"Sales Data Analyst (m/f/d), Langen",NMB Minebea GmbH Langen,Langen (Hessen)
data analyst,Reporting Analyst - Recruiting (w/m/d),dm-drogerie markt GmbH + Co.KG,"Karlsruhe, Baden"
data analyst,Senior HR Controller / HR Data Analyst (m/w/d),Finanz Informatik GmbH & Co. KG,"Münster, Westfalen"
data analyst,"Data Analyst -  Power BI mit Controlling Affinität (m/w/d),Hamburg,Filderstadt",Neumann&Müller Veranstaltungstechnik,Hamburg
data analyst,Expert Data Analyst – Logistics Processes (all genders),GELITA AG,"Eberbach, Baden"
data analyst,Big Data Senior Analyst / Senior Business Analyst (m/w/d),umaris GmbH & Co. KG,Berlin
data analyst,(Junior) Analyst Daten & Prozesse (m/w/d),Netto Marken-Discount Stiftung & Co. KG,Maxhütte-Haidhof
data analyst,(Junior) Analyst Customer Insights (m/w/d),Netto Marken-Discount Stiftung & Co. KG,Maxhütte-Haidhof
data analyst,Serviceanalyst / Data & Service Analyst (m/w/d),DIS AG Germany,Hamburg
data analyst,Projektmanager (m/w/d) Data & Analytics,grey engineering GmbH,München
data analyst,EY-Parthenon Praktikant Data Analyst - Strategy and Transactions (w/m/d),EY Strategy & Transactions GmbH,München
data analyst,Business Intelligence Analyst (m/w/d),Akkodis Germany Tech Experts GmbH,Weeze
data analyst,Master Data Analyst/Material Management (m/w/d),KION Group AG,Heusenstamm
data analyst,E-Commerce Data & Insights Analyst (m/w/d) in Solingen gesucht,BESTpro Personalkonzepte GmbH,Solingen
data analyst,Marketing Tech Entwickler / Data Analyst (m/w/d),D- I- S Design Internet Systems ecommerce,Stuttgart
data analyst,Manager Data & Analytics (m/w/d),AURELIUS Beteiligungsberatungs AG,
data analyst,Datenanalyst (m/w/d),Randstad Deutschland GmbH & Co. KG,Zell (Mosel)
data analyst,Data & Analytics Engineer (m/w/d),Seifert Logistics Group,"Ulm, Donau"
data analyst,Werkstudium Data Management (w/m/d),Schneider Electric GmbH,Düsseldorf
data analyst,Data Expert CO Datenmanagement (m/w/d),REWE Group,Köln
data analyst,Haema GmbH: Data Analyst / Spezialist Datenmanagement (m/w/d),Haema GmbH,Leipzig
data analyst,Analyst Commercial Analytics & Energy Markets (m/w/d),meistro ENERGIE GmbH,
data analyst,Data Quality Manager / Business Data Analyst (w/m/d),Hensoldt Holding Germany GmbH,"Ulm, Donau"
data analyst,Qualitätsingenieur (m/w/d) Data Analytics,FERCHAU GmbH Vertriebsstützpunkt Jena,Jena
data analyst,Tech Analyst - Broker Signup Flows,DKB Service GmbH,Berlin
data analyst,Tech Analyst - Application Lifecycle Management,DKB Service GmbH,Berlin
data analyst,Microsoft Data & AI Specialist (m/w/d),ambass GmbH,Düsseldorf
data analyst,(Junior) Analyst Digitalisierung & Prozess Optimierung (m/w/d),Netto Marken-Discount Stiftung & Co. KG,Maxhütte-Haidhof
data analyst,Manufacturing Analyst (m/w/d) – Luftfahrt / Commercial Aerospace,Randstad Professional,Hamburg
data analyst,Quality Conformance Manager / Data Analyst (d/m/w) für AIRBUS Helicopters,SimpleXX GmbH,Donauwörth
data analyst,Cost Data Analyst & Controller für Projekte/Turnarounds (m/w/d),Stölting H.i. Personalservice GmbH,Gelsenkirchen
data analyst,Open Data Consultant (w/m/d),CONITAS GmbH,Mainz am Rhein
data analyst,Web Analyst Datenanalyse & Business-Insights (m/w/d),Walbusch Gruppe,Solingen
data analyst,Data Science & Analytics (m/w/d) – langfristig,Tepto GmbH,Schloß Holte-Stukenbrock
data analyst,Data Science & Analytics (m/w/d) – langfristig,Tepto GmbH,Marienheide
data analyst,Werkstudent*in Data Analytics und Dashboarding,Mercedes-Benz Group AG,Sindelfingen
data analyst,(Junior) Controller / Financial Data Analyst (m/w/d) Hybridrolle Finance & Data,ODDSET Sportwetten GmbH,München
